Hispanic_Origin	Race	Year	ICD10.130.Infants	ICD10.Code	Deaths	Population	Crude_Rate
Not Hispanic or Latino	Black or African American	2012	#Hematological disorders (P60-P61)	GR130-113	24	608582	3.9
Not Hispanic or Latino	Black or African American	2012	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	2	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	#Necrotizing enterocolitis of newborn (P77)	GR130-115	110	608582	18.1
Not Hispanic or Latino	Black or African American	2012	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	30	608582	4.9
Not Hispanic or Latino	Black or African American	2012	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	376	608582	61.8
Not Hispanic or Latino	Black or African American	2012	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	905	608582	148.7
Not Hispanic or Latino	Black or African American	2012	Anencephaly and similar malformations (Q00)	GR130-119	34	608582	5.6
Not Hispanic or Latino	Black or African American	2012	Congenital hydrocephalus (Q03)	GR130-120	15	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Spina bifida (Q05)	GR130-121	2	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	61	608582	10
Not Hispanic or Latino	Black or African American	2012	Congenital malformations of heart (Q20-Q24)	GR130-123	225	608582	37
Not Hispanic or Latino	Black or African American	2012	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	37	608582	6.1
Not Hispanic or Latino	Black or African American	2012	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	80	608582	13.1
Not Hispanic or Latino	Black or African American	2012	Congenital malformations of digestive system (Q35-Q45)	GR130-126	13	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	75	608582	12.3
Not Hispanic or Latino	Black or African American	2012	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	100	608582	16.4
Not Hispanic or Latino	Black or African American	2012	Down's syndrome (Q90)	GR130-129	8	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Edward's syndrome (Q91.0-Q91.3)	GR130-130	81	608582	13.3
Not Hispanic or Latino	Black or African American	2012	Patau's syndrome (Q91.4-Q91.7)	GR130-131	60	608582	9.9
Not Hispanic or Latino	Black or African American	2012	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	93	608582	15.3
Not Hispanic or Latino	Black or African American	2012	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	21	608582	3.5
Not Hispanic or Latino	Black or African American	2012	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	913	608582	150
Not Hispanic or Latino	Black or African American	2012	#Sudden infant death syndrome (R95)	GR130-135	518	608582	85.1
Not Hispanic or Latino	Black or African American	2012	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	395	608582	64.9
Not Hispanic or Latino	Black or African American	2012	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	1	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"External causes of mortality (*U01,V01-Y84)"	GR130-138	491	608582	80.7
Not Hispanic or Latino	Black or African American	2012	#Accidents (unintentional injuries) (V01-X59)	GR130-139	377	608582	61.9
Not Hispanic or Latino	Black or African American	2012	Transport accidents (V01-V99)	GR130-140	16	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	16	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Falls (W00-W19)	GR130-143	2	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Accidental discharge of firearms (W32-W34)	GR130-144	4	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Accidental drowning and submersion (W65-W74)	GR130-145	12	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Accidental suffocation and strangulation in bed (W75)	GR130-146	248	608582	40.8
Not Hispanic or Latino	Black or African American	2012	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	67	608582	11
Not Hispanic or Latino	Black or African American	2012	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	17	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	2	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	2	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	7	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	93	608582	15.3
Not Hispanic or Latino	Black or African American	2012	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	11	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	4	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	13	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	65	608582	10.7
Not Hispanic or Latino	Black or African American	2012	#Complications of medical and surgical care (Y40-Y84)	GR130-157	1	608582	Unreliable
Not Hispanic or Latino	Black or African American	2012	Other external causes (Y10-Y36)	GR130-158	20	608582	3.3
Not Hispanic or Latino	Black or African American	2013	Certain infectious and parasitic diseases (A00-B99)	GR130-001	164	606894	27
Not Hispanic or Latino	Black or African American	2013	Certain intestinal infectious diseases (A00-A08)	GR130-002	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	72	606894	11.9
Not Hispanic or Latino	Black or African American	2013	#Whooping cough (A37)	GR130-007	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Septicemia (A40-A41)	GR130-009	54	606894	8.9
Not Hispanic or Latino	Black or African American	2013	Viral diseases (A80-B34)	GR130-012	27	606894	4.4
Not Hispanic or Latino	Black or African American	2013	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	27	606894	4.4
Not Hispanic or Latino	Black or African American	2013	#Candidiasis (B37)	GR130-019	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	6	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Neoplasms (C00-D48)	GR130-023	12	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Malignant neoplasms (C00-C97)	GR130-024	8	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Leukemia (C91-C95)	GR130-026	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	5	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	4	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	20	606894	3.3
Not Hispanic or Latino	Black or African American	2013	Anemias (D50-D64)	GR130-030	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	14	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Certain disorders involving the immune mechanism (D80-D89)	GR130-032	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	37	606894	6.1
Not Hispanic or Latino	Black or African American	2013	#Nutritional deficiencies (E40-E64)	GR130-035	4	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Cystic fibrosis (E84)	GR130-036	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	10	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	22	606894	3.6
Not Hispanic or Latino	Black or African American	2013	Diseases of the nervous system (G00-G98)	GR130-039	53	606894	8.7
Not Hispanic or Latino	Black or African American	2013	"#Meningitis (G00,G03)"	GR130-040	16	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Infantile cerebral palsy (G80)	GR130-042	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	33	606894	5.4
Not Hispanic or Latino	Black or African American	2013	#Diseases of the ear and mastoid process (H60-H93)	GR130-045	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Diseases of the circulatory system (I00-I99)	GR130-046	140	606894	23.1
Not Hispanic or Latino	Black or African American	2013	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	25	606894	4.1
Not Hispanic or Latino	Black or African American	2013	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Cardiomyopathy (I42)	GR130-049	21	606894	3.5
Not Hispanic or Latino	Black or African American	2013	Cardiac arrest (I46)	GR130-050	6	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Cerebrovascular diseases (I60-I69)	GR130-051	38	606894	6.3
Not Hispanic or Latino	Black or African American	2013	"All other diseases of circulatory system (I00-I25,I31,I34-I38,I44-I45,I47-I51,I70-I99)"	GR130-052	47	606894	7.7
Not Hispanic or Latino	Black or African American	2013	"Diseases of the respiratory system (J00-J98,U04)"	GR130-053	187	606894	30.8
Not Hispanic or Latino	Black or African American	2013	#Acute upper respiratory infections (J00-J06)	GR130-054	5	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Influenza and pneumonia (J09-J18)	GR130-055	69	606894	11.4
Not Hispanic or Latino	Black or African American	2013	Influenza (J09-J11)	GR130-056	5	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Pneumonia (J12-J18)	GR130-057	64	606894	10.5
Not Hispanic or Latino	Black or African American	2013	#Acute bronchitis and acute bronchiolitis (J20-J21)	GR130-058	12	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"#Bronchitis, chronic and unspecified (J40-J42)"	GR130-059	9	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Asthma (J45-J46)	GR130-060	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Pneumonitis due to solids and liquids (J69)	GR130-061	5	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Other and unspecified diseases of respiratory system (J22,J30-J39,J43-J44,J47-J68,J70-J98,U04)"	GR130-062	86	606894	14.2
Not Hispanic or Latino	Black or African American	2013	Diseases of the digestive system (K00-K92)	GR130-063	44	606894	7.3
Not Hispanic or Latino	Black or African American	2013	"#Gastritis, duodenitis, and noninfective enteritis and colitis (K29,K50-K55)"	GR130-064	12	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"#Hernia of abdominal cavity and intestinal obstruction without hernia (K40-K46,K56)"	GR130-065	9	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"All other and unspecified diseases of digestive system (K00-K28,K30-K38,K57-K92)"	GR130-066	23	606894	3.8
Not Hispanic or Latino	Black or African American	2013	Diseases of the genitourinary system (N00-N95)	GR130-067	28	606894	4.6
Not Hispanic or Latino	Black or African American	2013	"#Renal failure and other disorders of kidney (N17-N19,N25,N27)"	GR130-068	21	606894	3.5
Not Hispanic or Latino	Black or African American	2013	"Other and unspecified diseases of genitourinary system (N00-N15,N20-N23,N26,N28-N95)"	GR130-069	7	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Certain conditions originating in the perinatal period (P00-P96)	GR130-070	3822	606894	629.8
Not Hispanic or Latino	Black or African American	2013	"Newborn affected by maternal factors and by complications of pregnancy, labor and delivery (P00-P04)"	GR130-071	890	606894	146.6
Not Hispanic or Latino	Black or African American	2013	#Newborn affected by maternal hypertensive disorders (P00.0)	GR130-072	24	606894	4
Not Hispanic or Latino	Black or African American	2013	#Newborn affected by other maternal conditions which may be unrelated to present pregnancy (P00.1-P00.9)	GR130-073	26	606894	4.3
Not Hispanic or Latino	Black or African American	2013	#Newborn affected by maternal complications of pregnancy (P01)	GR130-074	513	606894	84.5
Not Hispanic or Latino	Black or African American	2013	Newborn affected by incompetent cervix (P01.0)	GR130-075	190	606894	31.3
Not Hispanic or Latino	Black or African American	2013	Newborn affected by premature rupture of membranes (P01.1)	GR130-076	255	606894	42
Not Hispanic or Latino	Black or African American	2013	Newborn affected by multiple pregnancy (P01.5)	GR130-077	21	606894	3.5
Not Hispanic or Latino	Black or African American	2013	"Newborn affected by other maternal complications of pregnancy (P01.2-P01.4,P01.6-P01.9)"	GR130-078	47	606894	7.7
Not Hispanic or Latino	Black or African American	2013	"#Newborn affected by complications of placenta, cord and membranes (P02)"	GR130-079	282	606894	46.5
Not Hispanic or Latino	Black or African American	2013	Newborn affected by complications involving placenta (P02.0-P02.3)	GR130-080	105	606894	17.3
Not Hispanic or Latino	Black or African American	2013	Newborn affected by complications involving cord (P02.4-P02.6)	GR130-081	8	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Newborn affected by chorioamnionitis (P02.7)	GR130-082	169	606894	27.8
Not Hispanic or Latino	Black or African American	2013	#Newborn affected by other complications of labor and delivery (P03)	GR130-084	39	606894	6.4
Not Hispanic or Latino	Black or African American	2013	#Newborn affected by noxious influences transmitted via placenta or breast milk (P04)	GR130-085	6	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Disorders related to length of gestation and fetal malnutrition (P05-P08)	GR130-086	1582	606894	260.7
Not Hispanic or Latino	Black or African American	2013	#Slow fetal growth and fetal malnutrition (P05)	GR130-087	49	606894	8.1
Not Hispanic or Latino	Black or African American	2013	"#Disorders related to short gestation and low birth weight, not elsewhere classified (P07)"	GR130-088	1533	606894	252.6
Not Hispanic or Latino	Black or African American	2013	"Extremely low birth weight or extreme immaturity (P07.0,P07.2)"	GR130-089	1166	606894	192.1
Not Hispanic or Latino	Black or African American	2013	"Other low birth weight or preterm (P07.1,P07.3)"	GR130-090	367	606894	60.5
Not Hispanic or Latino	Black or African American	2013	#Birth trauma (P10-P15)	GR130-092	2	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Intrauterine hypoxia and birth asphyxia (P20-P21)	GR130-093	76	606894	12.5
Not Hispanic or Latino	Black or African American	2013	Intrauterine hypoxia (P20)	GR130-094	42	606894	6.9
Not Hispanic or Latino	Black or African American	2013	Birth asphyxia (P21)	GR130-095	34	606894	5.6
Not Hispanic or Latino	Black or African American	2013	#Respiratory distress of newborn (P22)	GR130-096	146	606894	24.1
Not Hispanic or Latino	Black or African American	2013	Other respiratory conditions originating in the perinatal period (P23-P28)	GR130-097	216	606894	35.6
Not Hispanic or Latino	Black or African American	2013	#Congenital pneumonia (P23)	GR130-098	15	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Neonatal aspiration syndromes (P24)	GR130-099	10	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Interstitial emphysema and related conditions originating in the perinatal period (P25)	GR130-100	22	606894	3.6
Not Hispanic or Latino	Black or African American	2013	#Pulmonary hemorrhage originating in the perinatal period (P26)	GR130-101	48	606894	7.9
Not Hispanic or Latino	Black or African American	2013	#Chronic respiratory disease originating in the perinatal period (P27)	GR130-102	26	606894	4.3
Not Hispanic or Latino	Black or African American	2013	#Atelectasis (P28.0-P28.1)	GR130-103	69	606894	11.4
Not Hispanic or Latino	Black or African American	2013	All other respiratory conditions originating in the perinatal period (P28.2-P28.9)	GR130-104	26	606894	4.3
Not Hispanic or Latino	Black or African American	2013	Infections specific to the perinatal period (P35-P39)	GR130-105	244	606894	40.2
Not Hispanic or Latino	Black or African American	2013	#Bacterial sepsis of newborn (P36)	GR130-106	193	606894	31.8
Not Hispanic or Latino	Black or African American	2013	"All other infections specific to the perinatal period (P35,P37,P39)"	GR130-108	51	606894	8.4
Not Hispanic or Latino	Black or African American	2013	Hemorrhagic and hematological disorders of newborn (P50-P61)	GR130-109	123	606894	20.3
Not Hispanic or Latino	Black or African American	2013	"#Neonatal hemorrhage (P50-P52,P54)"	GR130-110	99	606894	16.3
Not Hispanic or Latino	Black or African American	2013	#Hemolytic disease of newborn due to isoimmunization and other perinatal jaundice (P55-P59)	GR130-112	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Hematological disorders (P60-P61)	GR130-113	23	606894	3.8
Not Hispanic or Latino	Black or African American	2013	#Syndrome of infant of a diabetic mother and neonatal diabetes mellitus (P70.0-P70.2)	GR130-114	1	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	#Necrotizing enterocolitis of newborn (P77)	GR130-115	125	606894	20.6
Not Hispanic or Latino	Black or African American	2013	#Hydrops fetalis not due to hemolytic disease (P83.2)	GR130-116	30	606894	4.9
Not Hispanic or Latino	Black or African American	2013	"Other perinatal conditions (P29,P70.3-P70.9,P71-P76,P78-P81,P83.0-P83.1,P83.3-P83.9,P90-P96)"	GR130-117	387	606894	63.8
Not Hispanic or Latino	Black or African American	2013	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	GR130-118	888	606894	146.3
Not Hispanic or Latino	Black or African American	2013	Anencephaly and similar malformations (Q00)	GR130-119	26	606894	4.3
Not Hispanic or Latino	Black or African American	2013	Congenital hydrocephalus (Q03)	GR130-120	14	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Spina bifida (Q05)	GR130-121	2	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Other congenital malformations of nervous system (Q01-Q02,Q04,Q06-Q07)"	GR130-122	60	606894	9.9
Not Hispanic or Latino	Black or African American	2013	Congenital malformations of heart (Q20-Q24)	GR130-123	226	606894	37.2
Not Hispanic or Latino	Black or African American	2013	Other congenital malformations of circulatory system (Q25-Q28)	GR130-124	29	606894	4.8
Not Hispanic or Latino	Black or African American	2013	Congenital malformations of respiratory system (Q30-Q34)	GR130-125	82	606894	13.5
Not Hispanic or Latino	Black or African American	2013	Congenital malformations of digestive system (Q35-Q45)	GR130-126	18	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Congenital malformations of genitourinary system (Q50-Q64)	GR130-127	72	606894	11.9
Not Hispanic or Latino	Black or African American	2013	"Congenital malformations and deformations of musculoskeletal system, limbs and integument (Q65-Q85)"	GR130-128	88	606894	14.5
Not Hispanic or Latino	Black or African American	2013	Down's syndrome (Q90)	GR130-129	9	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Edward's syndrome (Q91.0-Q91.3)	GR130-130	100	606894	16.5
Not Hispanic or Latino	Black or African American	2013	Patau's syndrome (Q91.4-Q91.7)	GR130-131	49	606894	8.1
Not Hispanic or Latino	Black or African American	2013	"Other congenital malformations and deformations (Q10-Q18,Q86-Q89)"	GR130-132	89	606894	14.7
Not Hispanic or Latino	Black or African American	2013	"Other chromosomal abnormalities, not elsewhere classified (Q92-Q99)"	GR130-133	24	606894	4
Not Hispanic or Latino	Black or African American	2013	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	GR130-134	834	606894	137.4
Not Hispanic or Latino	Black or African American	2013	#Sudden infant death syndrome (R95)	GR130-135	472	606894	77.8
Not Hispanic or Latino	Black or African American	2013	"Other symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R53,R55-R94,R96-R99)"	GR130-136	362	606894	59.6
Not Hispanic or Latino	Black or African American	2013	"All other diseases (F00-F99,H00-H57,L00-M99)"	GR130-137	8	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"External causes of mortality (*U01,V01-Y84)"	GR130-138	543	606894	89.5
Not Hispanic or Latino	Black or African American	2013	#Accidents (unintentional injuries) (V01-X59)	GR130-139	410	606894	67.6
Not Hispanic or Latino	Black or African American	2013	Transport accidents (V01-V99)	GR130-140	13	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	GR130-141	13	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Falls (W00-W19)	GR130-143	2	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Accidental drowning and submersion (W65-W74)	GR130-145	6	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Accidental suffocation and strangulation in bed (W75)	GR130-146	312	606894	51.4
Not Hispanic or Latino	Black or African American	2013	"Other accidental suffocation and strangulation (W76-W77,W81-W84)"	GR130-147	41	606894	6.8
Not Hispanic or Latino	Black or African American	2013	Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80)	GR130-148	15	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Accidents caused by exposure to smoke, fire and flames (X00-X09)"	GR130-149	7	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Accidental poisoning and exposure to noxious substances (X40-X49)	GR130-150	3	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)"	GR130-151	11	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"#Assault (homicide) (*U01,X85-Y09)"	GR130-152	96	606894	15.8
Not Hispanic or Latino	Black or African American	2013	"Assault (homicide) by hanging, strangulation and suffocation (X91)"	GR130-153	6	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	GR130-154	2	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)"	GR130-155	24	606894	4
Not Hispanic or Latino	Black or African American	2013	"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)"	GR130-156	64	606894	10.5
Not Hispanic or Latino	Black or African American	2013	#Complications of medical and surgical care (Y40-Y84)	GR130-157	5	606894	Unreliable
Not Hispanic or Latino	Black or African American	2013	Other external causes (Y10-Y36)	GR130-158	32	606894	5.3
Not Hispanic or Latino	Black or African American	2014	Certain infectious and parasitic diseases (A00-B99)	GR130-001	187	608099	30.8
Not Hispanic or Latino	Black or African American	2014	Certain intestinal infectious diseases (A00-A08)	GR130-002	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Diarrhea and gastroenteritis of infectious origin (A09)	GR130-003	88	608099	14.5
Not Hispanic or Latino	Black or African American	2014	#Whooping cough (A37)	GR130-007	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Septicemia (A40-A41)	GR130-009	52	608099	8.6
Not Hispanic or Latino	Black or African American	2014	#Congenital syphilis (A50)	GR130-010	2	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Viral diseases (A80-B34)	GR130-012	33	608099	5.4
Not Hispanic or Latino	Black or African American	2014	"Other and unspecified viral diseases (A81-B00,B02-B04,B06-B19,B25,B27-B34)"	GR130-018	33	608099	5.4
Not Hispanic or Latino	Black or African American	2014	#Candidiasis (B37)	GR130-019	2	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"All other and unspecified infectious and parasitic diseases (A20-A32,A38,A42-A49,A51-A53,A55-A79,B35-B36,B38-B49,B55-B58,B60-B99)"	GR130-022	8	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Neoplasms (C00-D48)	GR130-023	17	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Malignant neoplasms (C00-C97)	GR130-024	8	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Leukemia (C91-C95)	GR130-026	4	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Other and unspecified malignant neoplasms (C00-C80,C88,C90,C96-C97)"	GR130-027	4	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	GR130-028	9	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D50-D89)	GR130-029	15	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Anemias (D50-D64)	GR130-030	3	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Hemorrhagic conditions and other diseases of blood and blood-forming organs (D65-D76)	GR130-031	12	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Endocrine, nutritional and metabolic diseases (E00-E88)"	GR130-033	32	608099	5.3
Not Hispanic or Latino	Black or African American	2014	"#Short stature, not elsewhere classified (E34.3)"	GR130-034	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Nutritional deficiencies (E40-E64)	GR130-035	3	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	#Cystic fibrosis (E84)	GR130-036	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#Volume depletion, disorders of fluid, electrolyte and acid-base balance (E86-E87)"	GR130-037	12	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"All other endocrine, nutritional and metabolic diseases (E00-E32,E34.0-E34.2,E34.4-E34.9,E65-E83,E85,E88)"	GR130-038	15	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Diseases of the nervous system (G00-G98)	GR130-039	54	608099	8.9
Not Hispanic or Latino	Black or African American	2014	"#Meningitis (G00,G03)"	GR130-040	16	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#Infantile spinal muscular atrophy, type I (Werdnig-Hoffman) (G12.0)"	GR130-041	1	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"#Anoxic brain damage, not elsewhere classified (G93.1)"	GR130-043	9	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	"Other diseases of nervous system (G04,G06-G11,G12.1-G12.9,G20-G72,G81-G92,G93.0,G93.2-G93.9,G95-G98)"	GR130-044	28	608099	4.6
Not Hispanic or Latino	Black or African American	2014	#Diseases of the circulatory system (I00-I99)	GR130-046	141	608099	23.2
Not Hispanic or Latino	Black or African American	2014	Pulmonary heart disease and diseases of pulmonary circulation (I26-I28)	GR130-047	40	608099	6.6
Not Hispanic or Latino	Black or African American	2014	"Pericarditis, endocarditis and myocarditis (I30,I33,I40)"	GR130-048	4	608099	Unreliable
Not Hispanic or Latino	Black or African American	2014	Cardiomyopathy (I42)	GR130-049	31	608099	5.1
